zone_id,Start_Hour,avg_fare,avg_trip_time_min,demand,income_per_min
14,13,21.59167294019239,14.96117105813467,11955,1.443180674580456
14,14,20.40118297271872,14.227888836625903,12756,1.4338868687391848
14,15,19.991025281991444,14.65918060417477,12855,1.363720512202314
14,16,20.44933416992692,15.207325115031619,13547,1.3447028991123402
14,17,18.43614624505929,14.808861440491874,15180,1.2449401541869607
14,18,16.940112566215422,13.30570556209535,13592,1.273146507500782
14,19,16.7609778012685,12.47165991308433,11352,1.3439251806156243
14,20,18.105790251107827,12.80780403741999,10155,1.413652972688288
14,21,19.629146365230948,13.317741830702266,10262,1.473909512195122
14,22,19.273232117138743,12.953544567130741,8332,1.4878732239856598
14,23,18.456217168481743,12.154361520392909,6244,1.518485124662074
